word,source
bolt,26考研英语一考试大纲-56-R-18-bolt
bomb,26考研英语一考试大纲-56-R-19-bomb
bond,26考研英语一考试大纲-56-R-20-bond
bone,26考研英语一考试大纲-56-R-21-bone
bonus,26考研英语一考试大纲-56-R-22-bonus
book,26考研英语一考试大纲-56-R-23-book
boom,26考研英语一考试大纲-57-L-1-boom
boost,26考研英语一考试大纲-57-L-2-boost
boot,26考研英语一考试大纲-57-L-3-boot
booth,26考研英语一考试大纲-57-L-4-booth
border,26考研英语一考试大纲-57-L-5-border
bore,26考研英语一考试大纲-57-L-6-bore
born,26考研英语一考试大纲-57-L-7-born
borrow,26考研英语一考试大纲-57-L-8-borrow
boss,26考研英语一考试大纲-57-L-9-boss
botany,26考研英语一考试大纲-57-L-10-botany
both,26考研英语一考试大纲-57-L-11-both
bother,26考研英语一考试大纲-57-L-12-bother
bottle,26考研英语一考试大纲-57-L-13-bottle
bottom,26考研英语一考试大纲-57-L-14-bottom
bounce,26考研英语一考试大纲-57-L-15-bounce
bound,26考研英语一考试大纲-57-L-16-bound
boundary,26考研英语一考试大纲-57-L-17-boundary
bow,26考研英语一考试大纲-57-L-18-bow
bowel,26考研英语一考试大纲-57-L-19-bowel
bowl,26考研英语一考试大纲-57-L-20-bowl
bowling,26考研英语一考试大纲-57-L-21-bowling
box,26考研英语一考试大纲-57-L-22-box
boy,26考研英语一考试大纲-57-L-23-boy
boycott,26考研英语一考试大纲-57-R-1-boycott
brace,26考研英语一考试大纲-57-R-2-brace
bracket,26考研英语一考试大纲-57-R-3-bracket
brain,26考研英语一考试大纲-57-R-4-brain
brake,26考研英语一考试大纲-57-R-5-brake
branch,26考研英语一考试大纲-57-R-6-branch
brand,26考研英语一考试大纲-57-R-7-brand
brandy,26考研英语一考试大纲-57-R-8-brandy
brass,26考研英语一考试大纲-57-R-9-brass
brave,26考研英语一考试大纲-57-R-10-brave
breach,26考研英语一考试大纲-57-R-11-breach
bread,26考研英语一考试大纲-57-R-12-bread
break,26考研英语一考试大纲-57-R-13-break
breakdown,26考研英语一考试大纲-57-R-14-breakdown
breakfast,26考研英语一考试大纲-57-R-15-breakfast
breast,26考研英语一考试大纲-57-R-16-breast
breath,26考研英语一考试大纲-57-R-17-breath
breathe,26考研英语一考试大纲-57-R-18-breathe
breed,26考研英语一考试大纲-57-R-19-breed
breeze,26考研英语一考试大纲-57-R-20-breeze
brevity,26考研英语一考试大纲-57-R-21-brevity
bribe,26考研英语一考试大纲-57-R-22-bribe
brick,26考研英语一考试大纲-57-R-23-brick
bride,26考研英语一考试大纲-58-L-1-bride
bridge,26考研英语一考试大纲-58-L-2-bridge
brief,26考研英语一考试大纲-58-L-3-brief
briefcase,26考研英语一考试大纲-58-L-4-briefcase
bright,26考研英语一考试大纲-58-L-5-bright
brilliant,26考研英语一考试大纲-58-L-6-brilliant
bring,26考研英语一考试大纲-58-L-7-bring
brisk,26考研英语一考试大纲-58-L-8-brisk
broad,26考研英语一考试大纲-58-L-9-broad
broadcast,26考研英语一考试大纲-58-L-10-broadcast
brochure,26考研英语一考试大纲-58-L-11-brochure
broker,26考研英语一考试大纲-58-L-12-broker
bronze,26考研英语一考试大纲-58-L-13-bronze
broom,26考研英语一考试大纲-58-L-14-broom
brother,26考研英语一考试大纲-58-L-15-brother
brow,26考研英语一考试大纲-58-L-16-brow
brown,26考研英语一考试大纲-58-L-17-brown
browse,26考研英语一考试大纲-58-L-18-browse
bruise,26考研英语一考试大纲-58-L-19-bruise
brush,26考研英语一考试大纲-58-L-20-brush
brutal,26考研英语一考试大纲-58-L-21-brutal
bubble,26考研英语一考试大纲-58-L-22-bubble
bucket,26考研英语一考试大纲-58-L-23-bucket
bud,26考研英语一考试大纲-58-R-1-bud
budget,26考研英语一考试大纲-58-R-2-budget
buffer,26考研英语一考试大纲-58-R-3-buffer
buffet,26考研英语一考试大纲-58-R-4-buffet
bug,26考研英语一考试大纲-58-R-5-bug
build,26考研英语一考试大纲-58-R-6-build
bulb,26考研英语一考试大纲-58-R-7-bulb
bulk,26考研英语一考试大纲-58-R-8-bulk
bull,26考研英语一考试大纲-58-R-9-bull
bullet,26考研英语一考试大纲-58-R-10-bullet
bulletin,26考研英语一考试大纲-58-R-11-bulletin
bully,26考研英语一考试大纲-58-R-12-bully
bump,26考研英语一考试大纲-58-R-13-bump
bunch,26考研英语一考试大纲-58-R-14-bunch
bundle,26考研英语一考试大纲-58-R-15-bundle
burden,26考研英语一考试大纲-58-R-16-burden
bureau,26考研英语一考试大纲-58-R-17-bureau
bureaucracy,26考研英语一考试大纲-58-R-18-bureaucracy
burglar,26考研英语一考试大纲-58-R-19-burglar
burn,26考研英语一考试大纲-58-R-20-burn
burst,26考研英语一考试大纲-58-R-21-burst
bury,26考研英语一考试大纲-58-R-22-bury
bus,26考研英语一考试大纲-58-R-23-bus
bush,26考研英语一考试大纲-59-L-1-bush
business,26考研英语一考试大纲-59-L-2-business
busy,26考研英语一考试大纲-59-L-3-busy
but,26考研英语一考试大纲-59-L-4-but
butcher,26考研英语一考试大纲-59-L-5-butcher
butter,26考研英语一考试大纲-59-L-6-butter
butterfly,26考研英语一考试大纲-59-L-7-butterfly
button,26考研英语一考试大纲-59-L-8-button
buy,26考研英语一考试大纲-59-L-9-buy
buzz,26考研英语一考试大纲-59-L-10-buzz
by,26考研英语一考试大纲-59-L-11-by
bypass,26考研英语一考试大纲-59-L-12-bypass
cab,26考研英语一考试大纲-59-L-13-cab
cabbage,26考研英语一考试大纲-59-L-14-cabbage
cabin,26考研英语一考试大纲-59-L-15-cabin
cabinet,26考研英语一考试大纲-59-L-16-cabinet
cable,26考研英语一考试大纲-59-L-17-cable
cafe,26考研英语一考试大纲-59-L-18-cafe / caf
caf,26考研英语一考试大纲-59-L-18-cafe / caf
cafeteria,26考研英语一考试大纲-59-L-19-cafeteria
cage,26考研英语一考试大纲-59-L-20-cage
cake,26考研英语一考试大纲-59-L-21-cake
calcium,26考研英语一考试大纲-59-L-22-calcium
calculate,26考研英语一考试大纲-59-L-23-calculate
calendar,26考研英语一考试大纲-59-R-1-calendar
call,26考研英语一考试大纲-59-R-2-call
calm,26考研英语一考试大纲-59-R-3-calm
calorie,26考研英语一考试大纲-59-R-4-calorie
camel,26考研英语一考试大纲-59-R-5-camel
camera,26考研英语一考试大纲-59-R-6-camera
camp,26考研英语一考试大纲-59-R-7-camp
campaign,26考研英语一考试大纲-59-R-8-campaign
campus,26考研英语一考试大纲-59-R-9-campus
can,26考研英语一考试大纲-59-R-10-can
canal,26考研英语一考试大纲-59-R-11-canal
cancel,26考研英语一考试大纲-59-R-12-cancel
cancer,26考研英语一考试大纲-59-R-13-cancer
candidate,26考研英语一考试大纲-59-R-14-candidate
candle,26考研英语一考试大纲-59-R-15-candle
candy,26考研英语一考试大纲-59-R-16-candy
cannon,26考研英语一考试大纲-59-R-17-cannon
canoe,26考研英语一考试大纲-59-R-18-canoe
canteen,26考研英语一考试大纲-59-R-19-canteen
canvas,26考研英语一考试大纲-59-R-20-canvas
cap,26考研英语一考试大纲-59-R-21-cap
capable,26考研英语一考试大纲-59-R-22-capable
capacity,26考研英语一考试大纲-59-R-23-capacity
cape,26考研英语一考试大纲-60-L-1-cape
capital,26考研英语一考试大纲-60-L-2-capital
capsule,26考研英语一考试大纲-60-L-3-capsule
captain,26考研英语一考试大纲-60-L-4-captain
captive,26考研英语一考试大纲-60-L-5-captive
capture,26考研英语一考试大纲-60-L-6-capture
car,26考研英语一考试大纲-60-L-7-car
carbohydrate,26考研英语一考试大纲-60-L-8-carbohydrate
carbon,26考研英语一考试大纲-60-L-9-carbon
card,26考研英语一考试大纲-60-L-10-card
cardinal,26考研英语一考试大纲-60-L-11-cardinal
care,26考研英语一考试大纲-60-L-12-care
career,26考研英语一考试大纲-60-L-13-career
careful,26考研英语一考试大纲-60-L-14-careful
cargo,26考研英语一考试大纲-60-L-15-cargo
carpenter,26考研英语一考试大纲-60-L-16-carpenter
carpet,26考研英语一考试大纲-60-L-17-carpet
carriage,26考研英语一考试大纲-60-L-18-carriage
carrier,26考研英语一考试大纲-60-L-19-carrier
carrot,26考研英语一考试大纲-60-L-20-carrot
carry,26考研英语一考试大纲-60-L-21-carry
cart,26考研英语一考试大纲-60-L-22-cart
cartoon,26考研英语一考试大纲-60-L-23-cartoon
carve,26考研英语一考试大纲-60-R-1-carve
case,26考研英语一考试大纲-60-R-2-case
cash,26考研英语一考试大纲-60-R-3-cash
cashier,26考研英语一考试大纲-60-R-4-cashier
cassette,26考研英语一考试大纲-60-R-5-cassette
cast,26考研英语一考试大纲-60-R-6-cast
castle,26考研英语一考试大纲-60-R-7-castle
casual,26考研英语一考试大纲-60-R-8-casual
casualty,26考研英语一考试大纲-60-R-9-casualty
cat,26考研英语一考试大纲-60-R-10-cat
catalogue),26考研英语一考试大纲-60-R-11-catalogue)
catastrophe,26考研英语一考试大纲-60-R-12-catastrophe
catch,26考研英语一考试大纲-60-R-13-catch
category,26考研英语一考试大纲-60-R-14-category
cater,26考研英语一考试大纲-60-R-15-cater
cathedral,26考研英语一考试大纲-60-R-16-cathedral
Catholic,26考研英语一考试大纲-60-R-17-Catholic
cattle,26考研英语一考试大纲-60-R-18-cattle
cause,26考研英语一考试大纲-60-R-19-cause
caution,26考研英语一考试大纲-60-R-20-caution
cautious,26考研英语一考试大纲-60-R-21-cautious
cave,26考研英语一考试大纲-60-R-22-cave
cease,26考研英语一考试大纲-60-R-23-cease
ceiling,26考研英语一考试大纲-61-L-1-ceiling
celebrate,26考研英语一考试大纲-61-L-2-celebrate
celebrity,26考研英语一考试大纲-61-L-3-celebrity
cell,26考研英语一考试大纲-61-L-4-cell
cellar,26考研英语一考试大纲-61-L-5-cellar
cement,26考研英语一考试大纲-61-L-6-cement
cemetery,26考研英语一考试大纲-61-L-7-cemetery
censorship,26考研英语一考试大纲-61-L-8-censorship
census,26考研英语一考试大纲-61-L-9-census
cent,26考研英语一考试大纲-61-L-10-cent
centigrade,26考研英语一考试大纲-61-L-11-centigrade / Celsius
Celsius,26考研英语一考试大纲-61-L-11-centigrade / Celsius
centimetre,26考研英语一考试大纲-61-L-12-centimetre / -ter
central,26考研英语一考试大纲-61-L-13-central
centre,26考研英语一考试大纲-61-L-14-centre / -ter
century,26考研英语一考试大纲-61-L-15-century
cereal,26考研英语一考试大纲-61-L-16-cereal
ceremony,26考研英语一考试大纲-61-L-17-ceremony
certain,26考研英语一考试大纲-61-L-18-certain
certainty,26考研英语一考试大纲-61-L-19-certainty
certificate,26考研英语一考试大纲-61-L-20-certificate
certify,26考研英语一考试大纲-61-L-21-certify
chain,26考研英语一考试大纲-61-L-22-chain
chair,26考研英语一考试大纲-61-L-23-chair
chairman,26考研英语一考试大纲-61-R-1-chairman / chairwoman / chairperson
chairwoman,26考研英语一考试大纲-61-R-1-chairman / chairwoman / chairperson
chairperson,26考研英语一考试大纲-61-R-1-chairman / chairwoman / chairperson
chalk,26考研英语一考试大纲-61-R-2-chalk
challenge,26考研英语一考试大纲-61-R-3-challenge
chamber,26考研英语一考试大纲-61-R-4-chamber
champagne,26考研英语一考试大纲-61-R-5-champagne
champion,26考研英语一考试大纲-61-R-6-champion
chance,26考研英语一考试大纲-61-R-7-chance
chancellor,26考研英语一考试大纲-61-R-8-chancellor
change,26考研英语一考试大纲-61-R-9-change
channel,26考研英语一考试大纲-61-R-10-channel
chaos,26考研英语一考试大纲-61-R-11-chaos
chapter,26考研英语一考试大纲-61-R-12-chapter
character,26考研英语一考试大纲-61-R-13-character
characterise,26考研英语一考试大纲-61-R-14-characterise / -ize
characteristic,26考研英语一考试大纲-61-R-15-characteristic
charge,26考研英语一考试大纲-61-R-16-charge
charity,26考研英语一考试大纲-61-R-17-charity
charm,26考研英语一考试大纲-61-R-18-charm
chart,26考研英语一考试大纲-61-R-19-chart
charter,26考研英语一考试大纲-61-R-20-charter
chase,26考研英语一考试大纲-61-R-21-chase
chat,26考研英语一考试大纲-61-R-22-chat
cheap,26考研英语一考试大纲-61-R-23-cheap
cheat,26考研英语一考试大纲-62-L-1-cheat
check,26考研英语一考试大纲-62-L-10-cheque / check
cheek,26考研英语一考试大纲-62-L-3-cheek
cheer,26考研英语一考试大纲-62-L-4-cheer
cheese,26考研英语一考试大纲-62-L-5-cheese
chef,26考研英语一考试大纲-62-L-6-chef
chemical,26考研英语一考试大纲-62-L-7-chemical
chemist,26考研英语一考试大纲-62-L-8-chemist
chemistry,26考研英语一考试大纲-62-L-9-chemistry
cheque,26考研英语一考试大纲-62-L-10-cheque / check
cherish,26考研英语一考试大纲-62-L-11-cherish
cherry,26考研英语一考试大纲-62-L-12-cherry
chess,26考研英语一考试大纲-62-L-13-chess
chest,26考研英语一考试大纲-62-L-14-chest
chew,26考研英语一考试大纲-62-L-15-chew
chicken,26考研英语一考试大纲-62-L-16-chicken
chief,26考研英语一考试大纲-62-L-17-chief
child,26考研英语一考试大纲-62-L-18-child
childhood,26考研英语一考试大纲-62-L-19-childhood
chill,26考研英语一考试大纲-62-L-20-chill
chimney,26考研英语一考试大纲-62-L-21-chimney
chin,26考研英语一考试大纲-62-L-22-chin
china,26考研英语一考试大纲-62-L-23-china
chip,26考研英语一考试大纲-62-R-1-chip
chocolate,26考研英语一考试大纲-62-R-2-chocolate
choice,26考研英语一考试大纲-62-R-3-choice
choir,26考研英语一考试大纲-62-R-4-choir
choke,26考研英语一考试大纲-62-R-5-choke
choose,26考研英语一考试大纲-62-R-6-choose
chop,26考研英语一考试大纲-62-R-7-chop
chorus,26考研英语一考试大纲-62-R-8-chorus
Christ,26考研英语一考试大纲-62-R-9-Christ
Christian,26考研英语一考试大纲-62-R-10-Christian
Christmas,26考研英语一考试大纲-62-R-11-Christmas
chronic,26考研英语一考试大纲-62-R-12-chronic
chunk,26考研英语一考试大纲-62-R-13-chunk
church,26考研英语一考试大纲-62-R-14-church
cigar,26考研英语一考试大纲-62-R-15-cigar
cigaret,26考研英语一考试大纲-62-R-16-cigaret(te)
cigarette,26考研英语一考试大纲-62-R-16-cigaret(te)
cinema,26考研英语一考试大纲-62-R-17-cinema
circle,26考研英语一考试大纲-62-R-18-circle
circuit,26考研英语一考试大纲-62-R-19-circuit
